[CH3:4][O:5][CH:6]1[CH2:7][CH:8]([CH2:9]1)[CH2:2][N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:21]#[N:22])[c:11]2[cH:12][c:13]([cH:14][c:15]([cH:16]2)[O:17][CH3:18])[O:19][CH3:20].[BrH:3]	[CH3:4][O:5][CH:6]1[CH2:7][CH:8]([CH2:2][Br:3])[CH2:9]1.[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[cH:12][c:13]([cH:14][c:15]([cH:16]1)[O:17][CH3:18])[O:19][CH3:20])[C:21]#[N:22]	[CH3:4][O:5][CH:6]1[CH2:7][CH:8]([CH2:2][Br:3])[CH2:9]1.[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[cH:12][c:13]([cH:14][c:15]([cH:16]1)[O:17][CH3:18])[O:19][CH3:20])[C:21]#[N:22]>>[CH3:4][O:5][CH:6]1[CH2:7][CH:8]([CH2:9]1)[CH2:2][N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:21]#[N:22])[c:11]2[cH:12][c:13]([cH:14][c:15]([cH:16]2)[O:17][CH3:18])[O:19][CH3:20].[BrH:3]	0
[CH3:4][CH:5]1[CH2:6][CH2:7][C:2](=[CH:8][N:9]1[C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[NH:1][C:4]2=[CH:5][S:6](=[O:7])(=[O:8])[c:9]3[c:10]2[cH:11][cH:12][cH:13][cH:14]3.[BrH:3]	[CH3:4][CH:5]1[CH2:6][CH2:7][C:2](=[CH:8][N:9]1[C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[Br:3].[NH2:1][C:4]1=[CH:5][S:6](=[O:7])(=[O:8])[c:9]2[c:10]1[cH:11][cH:12][cH:13][cH:14]2	[CH3:4][CH:5]1[CH2:6][CH2:7][C:2](=[CH:8][N:9]1[C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[Br:3].[NH2:1][C:4]1=[CH:5][S:6](=[O:7])(=[O:8])[c:9]2[c:10]1[cH:11][cH:12][cH:13][cH:14]2>>[CH3:4][CH:5]1[CH2:6][CH2:7][C:2](=[CH:8][N:9]1[C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[NH:1][C:4]2=[CH:5][S:6](=[O:7])(=[O:8])[c:9]3[c:10]2[cH:11][cH:12][cH:13][cH:14]3.[BrH:3]	0
[ClH:3].[CH2:2]([c:4]1[cH:5][c:6]2[c:7]([cH:8][cH:9]1)[cH:10][n:11][cH:12][cH:13]2)[NH:1][C:10]3=[C:9]([CH2:8][CH2:7][C:5]3([CH3:4])[CH3:6])[C:11]#[N:12]	[Cl:3][CH2:2][c:4]1[cH:5][c:6]2[c:7]([cH:8][cH:9]1)[cH:10][n:11][cH:12][cH:13]2.[CH3:4][C:5]1([CH3:6])[CH2:7][CH2:8][C:9](=[C:10]1[NH2:1])[C:11]#[N:12]	[Cl:3][CH2:2][c:4]1[cH:5][c:6]2[c:7]([cH:8][cH:9]1)[cH:10][n:11][cH:12][cH:13]2.[CH3:4][C:5]1([CH3:6])[CH2:7][CH2:8][C:9](=[C:10]1[NH2:1])[C:11]#[N:12]>>[ClH:3].[CH2:2]([c:4]1[cH:5][c:6]2[c:7]([cH:8][cH:9]1)[cH:10][n:11][cH:12][cH:13]2)[NH:1][C:10]3=[C:9]([CH2:8][CH2:7][C:5]3([CH3:4])[CH3:6])[C:11]#[N:12]	0
[ClH:3].[CH2:2]([C:4](=[O:5])[NH:6][CH2:7][c:8]1[cH:9][cH:10][c:11]([cH:12][cH:13]1)[S:14](=[O:15])(=[O:16])[N:17]2[CH2:18][CH2:19][O:20][CH2:21][CH2:22]2)[N:1]=[c:12]3[cH:11][cH:10][c:9]4-[c:14]([cH:13]3)[n:15][n:7]([CH:5]([CH3:4])[CH3:6])[cH:8]4	[Cl:3][CH2:2][C:4](=[O:5])[NH:6][CH2:7][c:8]1[cH:9][cH:10][c:11]([cH:12][cH:13]1)[S:14](=[O:15])(=[O:16])[N:17]2[CH2:18][CH2:19][O:20][CH2:21][CH2:22]2.[CH3:4][CH:5]([CH3:6])[n:7]1[cH:8][c:9]-2[cH:10][cH:11][c:12](=[NH:1])[cH:13][c:14]2[nH:15]1	[Cl:3][CH2:2][C:4](=[O:5])[NH:6][CH2:7][c:8]1[cH:9][cH:10][c:11]([cH:12][cH:13]1)[S:14](=[O:15])(=[O:16])[N:17]2[CH2:18][CH2:19][O:20][CH2:21][CH2:22]2.[CH3:4][CH:5]([CH3:6])[n:7]1[cH:8][c:9]-2[cH:10][cH:11][c:12](=[NH:1])[cH:13][c:14]2[nH:15]1>>[ClH:3].[CH2:2]([C:4](=[O:5])[NH:6][CH2:7][c:8]1[cH:9][cH:10][c:11]([cH:12][cH:13]1)[S:14](=[O:15])(=[O:16])[N:17]2[CH2:18][CH2:19][O:20][CH2:21][CH2:22]2)[N:1]=[c:12]3[cH:11][cH:10][c:9]4-[c:14]([cH:13]3)[n:15][n:7]([CH:5]([CH3:4])[CH3:6])[cH:8]4	0
[CH3:4][CH:5]([CH3:6])[CH:2]([C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][CH:13]([CH2:14]1)[C:15](=[O:16])[NH2:17])[N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:20]#[N:21])[c:11]2[c:12]([cH:13][cH:14][c:15]([cH:16]2)[CH3:17])[O:18][CH3:19].[BrH:3]	[CH3:4][CH:5]([CH3:6])[CH:2]([Br:3])[C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][CH:13]([CH2:14]1)[C:15](=[O:16])[NH2:17].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[c:12]([cH:13][cH:14][c:15]([cH:16]1)[CH3:17])[O:18][CH3:19])[C:20]#[N:21]	[CH3:4][CH:5]([CH3:6])[CH:2]([Br:3])[C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][CH:13]([CH2:14]1)[C:15](=[O:16])[NH2:17].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[c:12]([cH:13][cH:14][c:15]([cH:16]1)[CH3:17])[O:18][CH3:19])[C:20]#[N:21]>>[CH3:4][CH:5]([CH3:6])[CH:2]([C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][CH:13]([CH2:14]1)[C:15](=[O:16])[NH2:17])[N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:20]#[N:21])[c:11]2[c:12]([cH:13][cH:14][c:15]([cH:16]2)[CH3:17])[O:18][CH3:19].[BrH:3]	0
[CH3:4][C:5]([CH3:6])([CH3:7])[O:8][C:9](=[O:10])[N:11]1[CH2:12][CH:13]2[CH2:14][CH2:15][CH:16]1[CH:17]([CH2:2][NH:1][C:9]3=[C:8]([C:6]([O:5][CH3:4])=[O:7])[S:16]([c:11]4[c:10]3[cH:15][cH:14][cH:13][cH:12]4)(=[O:17])=[O:18])[CH2:18]2.[BrH:3]	[CH3:4][C:5]([CH3:6])([CH3:7])[O:8][C:9](=[O:10])[N:11]1[CH2:12][CH:13]2[CH2:14][CH2:15][CH:16]1[CH:17]([CH2:2][Br:3])[CH2:18]2.[CH3:4][O:5][C:6](=[O:7])[C:8]1=[C:9]([NH2:1])[c:10]2[c:11]([cH:12][cH:13][cH:14][cH:15]2)[S:16]1(=[O:17])=[O:18]	[CH3:4][C:5]([CH3:6])([CH3:7])[O:8][C:9](=[O:10])[N:11]1[CH2:12][CH:13]2[CH2:14][CH2:15][CH:16]1[CH:17]([CH2:2][Br:3])[CH2:18]2.[CH3:4][O:5][C:6](=[O:7])[C:8]1=[C:9]([NH2:1])[c:10]2[c:11]([cH:12][cH:13][cH:14][cH:15]2)[S:16]1(=[O:17])=[O:18]>>[CH3:4][C:5]([CH3:6])([CH3:7])[O:8][C:9](=[O:10])[N:11]1[CH2:12][CH:13]2[CH2:14][CH2:15][CH:16]1[CH:17]([CH2:2][NH:1][C:9]3=[C:8]([C:6]([O:5][CH3:4])=[O:7])[S:16]([c:11]4[c:10]3[cH:15][cH:14][cH:13][cH:12]4)(=[O:17])=[O:18])[CH2:18]2.[BrH:3]	0
[CH3:4][C:5]1([CH2:2][N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:20]#[N:21])[c:11]2[c:12]([cH:13][cH:14][c:15]([cH:16]2)[CH3:17])[O:18][CH3:19])[CH2:6][C:7]([C:9]13[CH2:10][CH2:11][CH2:12]3)=[O:8].[BrH:3]	[CH3:4][C:5]1([CH2:2][Br:3])[CH2:6][C:7](=[O:8])[C:9]12[CH2:10][CH2:11][CH2:12]2.[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[c:12]([cH:13][cH:14][c:15]([cH:16]1)[CH3:17])[O:18][CH3:19])[C:20]#[N:21]	[CH3:4][C:5]1([CH2:2][Br:3])[CH2:6][C:7](=[O:8])[C:9]12[CH2:10][CH2:11][CH2:12]2.[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[c:12]([cH:13][cH:14][c:15]([cH:16]1)[CH3:17])[O:18][CH3:19])[C:20]#[N:21]>>[CH3:4][C:5]1([CH2:2][N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:20]#[N:21])[c:11]2[c:12]([cH:13][cH:14][c:15]([cH:16]2)[CH3:17])[O:18][CH3:19])[CH2:6][C:7]([C:9]13[CH2:10][CH2:11][CH2:12]3)=[O:8].[BrH:3]	0
[CH3:4][c:5]1[c:6]([NH:7][C:8](=[O:9])[c:10]2[c:11]([NH:12][C:13](=[O:14])[CH2:2][N:1]3[CH:8]=[CH:7][S:5]([CH:10]=[CH:9]3)(=[O:4])=[O:6])[s:15][c:16]4[c:17]2[CH2:18][CH2:19][CH2:20][CH2:21]4)[c:22]([n:24]([n:31]1[CH3:32])-[c:25]5[cH:26][cH:27][cH:28][cH:29][cH:30]5)=[O:23].[ClH:3]	[CH3:4][c:5]1[c:6]([NH:7][C:8](=[O:9])[c:10]2[c:11]([NH:12][C:13](=[O:14])[CH2:2][Cl:3])[s:15][c:16]3[c:17]2[CH2:18][CH2:19][CH2:20][CH2:21]3)[c:22](=[O:23])[n:24](-[c:25]4[cH:26][cH:27][cH:28][cH:29][cH:30]4)[n:31]1[CH3:32].[O:4]=[S:5]1(=[O:6])[CH:7]=[CH:8][NH:1][CH:9]=[CH:10]1	[CH3:4][c:5]1[c:6]([NH:7][C:8](=[O:9])[c:10]2[c:11]([NH:12][C:13](=[O:14])[CH2:2][Cl:3])[s:15][c:16]3[c:17]2[CH2:18][CH2:19][CH2:20][CH2:21]3)[c:22](=[O:23])[n:24](-[c:25]4[cH:26][cH:27][cH:28][cH:29][cH:30]4)[n:31]1[CH3:32].[O:4]=[S:5]1(=[O:6])[CH:7]=[CH:8][NH:1][CH:9]=[CH:10]1>>[CH3:4][c:5]1[c:6]([NH:7][C:8](=[O:9])[c:10]2[c:11]([NH:12][C:13](=[O:14])[CH2:2][N:1]3[CH:8]=[CH:7][S:5]([CH:10]=[CH:9]3)(=[O:4])=[O:6])[s:15][c:16]4[c:17]2[CH2:18][CH2:19][CH2:20][CH2:21]4)[c:22]([n:24]([n:31]1[CH3:32])-[c:25]5[cH:26][cH:27][cH:28][cH:29][cH:30]5)=[O:23].[ClH:3]	0
[CH3:4][N:5]([CH3:6])[C:7](=[O:8])[CH2:9][N:10]([CH2:11][C:12]([F:13])([F:14])[F:15])[C:16](=[O:17])[CH2:2][N:1]1[C:10](=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH:14]([C:13](=[C:12]1[CH3:23])[C:18](=[O:19])[O:20][CH2:21][CH3:22])[C:15](=[O:16])[OH:17])[CH3:11].[ClH:3]	[CH3:4][N:5]([CH3:6])[C:7](=[O:8])[CH2:9][N:10]([CH2:11][C:12]([F:13])([F:14])[F:15])[C:16](=[O:17])[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9]1=[C:10]([CH3:11])[NH:1][C:12](=[C:13]([CH:14]1[C:15](=[O:16])[OH:17])[C:18](=[O:19])[O:20][CH2:21][CH3:22])[CH3:23]	[CH3:4][N:5]([CH3:6])[C:7](=[O:8])[CH2:9][N:10]([CH2:11][C:12]([F:13])([F:14])[F:15])[C:16](=[O:17])[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9]1=[C:10]([CH3:11])[NH:1][C:12](=[C:13]([CH:14]1[C:15](=[O:16])[OH:17])[C:18](=[O:19])[O:20][CH2:21][CH3:22])[CH3:23]>>[CH3:4][N:5]([CH3:6])[C:7](=[O:8])[CH2:9][N:10]([CH2:11][C:12]([F:13])([F:14])[F:15])[C:16](=[O:17])[CH2:2][N:1]1[C:10](=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH:14]([C:13](=[C:12]1[CH3:23])[C:18](=[O:19])[O:20][CH2:21][CH3:22])[C:15](=[O:16])[OH:17])[CH3:11].[ClH:3]	0
[CH3:4][CH2:5][N:6]([CH2:7][CH3:8])[S:9](=[O:10])(=[O:11])[c:12]1[cH:13][c:14]([c:15]([cH:16][cH:17]1)[O:18][CH3:19])[NH:20][C:21](=[O:22])[CH2:2][NH:1][C:9]2=[C:8]([C:6]([N:5]([C:10]23[CH2:11][CH2:12][CH2:13][CH2:14]3)[CH3:4])=[O:7])[C:15]#[N:16].[ClH:3]	[CH3:4][CH2:5][N:6]([CH2:7][CH3:8])[S:9](=[O:10])(=[O:11])[c:12]1[cH:13][c:14]([c:15]([cH:16][cH:17]1)[O:18][CH3:19])[NH:20][C:21](=[O:22])[CH2:2][Cl:3].[CH3:4][N:5]1[C:6](=[O:7])[C:8](=[C:9]([NH2:1])[C:10]12[CH2:11][CH2:12][CH2:13][CH2:14]2)[C:15]#[N:16]	[CH3:4][CH2:5][N:6]([CH2:7][CH3:8])[S:9](=[O:10])(=[O:11])[c:12]1[cH:13][c:14]([c:15]([cH:16][cH:17]1)[O:18][CH3:19])[NH:20][C:21](=[O:22])[CH2:2][Cl:3].[CH3:4][N:5]1[C:6](=[O:7])[C:8](=[C:9]([NH2:1])[C:10]12[CH2:11][CH2:12][CH2:13][CH2:14]2)[C:15]#[N:16]>>[CH3:4][CH2:5][N:6]([CH2:7][CH3:8])[S:9](=[O:10])(=[O:11])[c:12]1[cH:13][c:14]([c:15]([cH:16][cH:17]1)[O:18][CH3:19])[NH:20][C:21](=[O:22])[CH2:2][NH:1][C:9]2=[C:8]([C:6]([N:5]([C:10]23[CH2:11][CH2:12][CH2:13][CH2:14]3)[CH3:4])=[O:7])[C:15]#[N:16].[ClH:3]	0
